year,age,school,group,topic,count
2018,010,2,9,172800,12
2018,010,3,1,172800,..C
2018,010,3,2,172800,..C
2018,010,3,9,172800,3
2018,010,4,1,172800,..C
2018,010,4,2,172800,..C
2018,010,4,9,172800,0
2018,010,5,1,172800,..C
2018,010,5,2,172800,..C
2018,010,5,9,172800,0
2018,010,6,1,172800,..C
2018,010,6,2,172800,..C
2018,010,6,9,172800,0
2018,010,9,1,172800,..C
2018,010,9,2,172800,..C
2018,010,9,9,172800,0
2018,010,77,1,172800,21
2018,010,77,2,172800,21
2018,010,77,9,172800,42
2018,010,9999,1,172800,21
2018,010,9999,2,172800,21
2018,010,9999,9,172800,42
2018,010,1,1,172900,..C
2018,010,1,2,172900,6
2018,010,1,9,172900,12
2018,010,2,1,172900,..C
2018,010,2,2,172900,..C
2018,010,2,9,172900,..C
2018,010,3,1,172900,..C
2018,010,3,2,172900,..C
2018,010,3,9,172900,..C
2018,010,4,1,172900,..C
2018,010,4,2,172900,..C
2018,010,4,9,172900,..C
2018,010,5,1,172900,..C
2018,010,5,2,172900,..C
2018,010,5,9,172900,..C
2018,010,6,1,172900,..C
2018,010,6,2,172900,..C
2018,010,6,9,172900,..C
2018,010,9,1,172900,..C
2018,010,9,2,172900,..C
2018,010,9,9,172900,..C
2018,010,77,1,172900,..C
2018,010,77,2,172900,12
2018,010,77,9,172900,15
2018,010,9999,1,172900,6
2018,010,9999,2,172900,12
2018,010,9999,9,172900,15
2018,010,1,1,173000,15
2018,010,1,2,173000,12
2018,010,1,9,173000,30
2018,010,2,1,173000,..C
2018,010,2,2,173000,..C
2018,010,2,9,173000,6
2018,010,3,1,173000,..C
2018,010,3,2,173000,..C
2018,010,3,9,173000,..C
2018,010,4,1,173000,..C
2018,010,4,2,173000,..C
2018,010,4,9,173000,..C
2018,010,5,1,173000,..C
2018,010,5,2,173000,..C
2018,010,5,9,173000,..C
2018,010,6,1,173000,..C
2018,010,6,2,173000,..C
2018,010,6,9,173000,..C
2018,010,9,1,173000,..C
2018,010,9,2,173000,..C
2018,010,9,9,173000,..C
2018,010,77,1,173000,15
2018,010,77,2,173000,15
2018,010,77,9,173000,33
2018,010,9999,1,173000,15
2018,010,9999,2,173000,15
2018,010,9999,9,173000,33
2018,010,1,1,173100,18
2018,010,1,2,173100,15
2018,010,1,9,173100,30
2018,010,2,1,173100,..C
2018,010,2,2,173100,..C
2018,010,2,9,173100,6
2018,010,3,1,173100,..C
2018,010,3,2,173100,..C
2018,010,3,9,173100,0
2018,010,4,1,173100,..C
2018,010,4,2,173100,..C
2018,010,4,9,173100,3
2018,010,5,1,173100,..C
2018,010,5,2,173100,..C
2018,010,5,9,173100,0
2018,010,6,1,173100,..C
2018,010,6,2,173100,..C
2018,010,6,9,173100,3
2018,010,9,1,173100,..C
2018,010,9,2,173100,..C
2018,010,9,9,173100,0
2018,010,77,1,173100,21
2018,010,77,2,173100,21
2018,010,77,9,173100,39
2018,010,9999,1,173100,21
2018,010,9999,2,173100,21
2018,010,9999,9,173100,39
2018,010,1,1,173200,39
2018,010,1,2,173200,33
2018,010,1,9,173200,72
2018,010,2,1,173200,6
2018,010,2,2,173200,6
2018,010,2,9,173200,9
2018,010,3,1,173200,0
2018,010,3,2,173200,0
2018,010,3,9,173200,0
2018,010,4,1,173200,9
2018,010,4,2,173200,0
2018,010,4,9,173200,9
2018,010,5,1,173200,0
2018,010,5,2,173200,0
2018,010,5,9,173200,0
2018,010,6,1,173200,3
2018,010,6,2,173200,3
2018,010,6,9,173200,3
2018,010,9,1,173200,0
2018,010,9,2,173200,0
2018,010,9,9,173200,0
2018,010,77,1,173200,48
2018,010,77,2,173200,36
2018,010,77,9,173200,84
2018,010,9999,1,173200,48
2018,010,9999,2,173200,36
2018,010,9999,9,173200,84
2018,010,1,1,173300,15
2018,010,1,2,173300,18
2018,010,1,9,173300,33
2018,010,2,1,173300,12
2018,010,2,2,173300,..C
2018,010,2,9,173300,18
2018,010,3,1,173300,..C
2018,010,3,2,173300,..C
2018,010,3,9,173300,0
2018,010,4,1,173300,..C
2018,010,4,2,173300,..C
2018,010,4,9,173300,3
2018,010,5,1,173300,..C
2018,010,5,2,173300,..C
2018,010,5,9,173300,0
2018,010,6,1,173300,..C
2018,010,6,2,173300,..C
2018,010,6,9,173300,0
2018,010,9,1,173300,..C
2018,010,9,2,173300,..C
2018,010,9,9,173300,0
2018,010,77,1,173300,27
2018,010,77,2,173300,21
2018,010,77,9,173300,45
2018,010,9999,1,173300,27
2018,010,9999,2,173300,21
2018,010,9999,9,173300,45
2018,010,1,1,173400,18
2018,010,1,2,173400,18
2018,010,1,9,173400,33
2018,010,2,1,173400,..C
2018,010,2,2,173400,..C
2018,010,2,9,173400,3
2018,010,3,1,173400,..C
2018,010,3,2,173400,..C
2018,010,3,9,173400,0
2018,010,4,1,173400,..C
2018,010,4,2,173400,..C
2018,010,4,9,173400,6
2018,010,5,1,173400,..C
2018,010,5,2,173400,..C
2018,010,5,9,173400,0
2018,010,6,1,173400,..C
2018,010,6,2,173400,..C
2018,010,6,9,173400,0
2018,010,9,1,173400,..C
2018,010,9,2,173400,..C
2018,010,9,9,173400,0
2018,010,77,1,173400,18
2018,010,77,2,173400,18
2018,010,77,9,173400,39
2018,010,9999,1,173400,18
2018,010,9999,2,173400,18
2018,010,9999,9,173400,39
2018,010,1,1,173500,12
2018,010,1,2,173500,15
2018,010,1,9,173500,24
2018,010,2,1,173500,..C
2018,010,2,2,173500,..C
2018,010,2,9,173500,..C
2018,010,3,1,173500,..C
2018,010,3,2,173500,..C
2018,010,3,9,173500,..C
2018,010,4,1,173500,..C
2018,010,4,2,173500,..C
2018,010,4,9,173500,..C
2018,010,5,1,173500,..C
2018,010,5,2,173500,..C
2018,010,5,9,173500,..C
2018,010,6,1,173500,..C
2018,010,6,2,173500,..C
2018,010,6,9,173500,..C
2018,010,9,1,173500,..C
2018,010,9,2,173500,..C
2018,010,9,9,173500,..C
2018,010,77,1,173500,12
2018,010,77,2,173500,18
2018,010,77,9,173500,27
2018,010,9999,1,173500,12
2018,010,9999,2,173500,18
2018,010,9999,9,173500,27
2018,010,1,1,173600,9
2018,010,1,2,173600,12
2018,010,1,9,173600,18
2018,010,2,1,173600,..C
2018,010,2,2,173600,..C
2018,010,2,9,173600,..C
2018,010,3,1,173600,..C
2018,010,3,2,173600,..C
2018,010,3,9,173600,..C
2018,010,4,1,173600,..C
2018,010,4,2,173600,..C
2018,010,4,9,173600,..C
2018,010,5,1,173600,..C
2018,010,5,2,173600,..C
2018,010,5,9,173600,..C
2018,010,6,1,173600,..C
2018,010,6,2,173600,..C
2018,010,6,9,173600,..C
2018,010,9,1,173600,..C
2018,010,9,2,173600,..C
2018,010,9,9,173600,..C
2018,010,77,1,173600,9
2018,010,77,2,173600,12
2018,010,77,9,173600,21
2018,010,9999,1,173600,9
2018,010,9999,2,173600,12
2018,010,9999,9,173600,21
2018,010,1,1,173700,12
2018,010,1,2,173700,6
2018,010,1,9,173700,21
2018,010,2,1,173700,..C
2018,010,2,2,173700,..C
2018,010,2,9,173700,..C
2018,010,3,1,173700,..C
2018,010,3,2,173700,..C
2018,010,3,9,173700,..C
2018,010,4,1,173700,..C
2018,010,4,2,173700,..C
2018,010,4,9,173700,..C
2018,010,5,1,173700,..C
2018,010,5,2,173700,..C
2018,010,5,9,173700,..C
2018,010,6,1,173700,..C
2018,010,6,2,173700,..C
2018,010,6,9,173700,..C
2018,010,9,1,173700,..C
2018,010,9,2,173700,..C
2018,010,9,9,173700,..C
2018,010,77,1,173700,12
2018,010,77,2,173700,12
2018,010,77,9,173700,24
2018,010,9999,1,173700,12
2018,010,9999,2,173700,12
2018,010,9999,9,173700,24
2018,010,1,1,173800,15
2018,010,1,2,173800,12
2018,010,1,9,173800,27
2018,010,2,1,173800,..C
2018,010,2,2,173800,..C
2018,010,2,9,173800,3
2018,010,3,1,173800,..C
2018,010,3,2,173800,..C
2018,010,3,9,173800,3
2018,010,4,1,173800,..C
2018,010,4,2,173800,..C
2018,010,4,9,173800,0
2018,010,5,1,173800,..C
2018,010,5,2,173800,..C
2018,010,5,9,173800,0
2018,010,6,1,173800,..C
2018,010,6,2,173800,..C
2018,010,6,9,173800,3
2018,010,9,1,173800,..C
2018,010,9,2,173800,..C
2018,010,9,9,173800,0
2018,010,77,1,173800,15
2018,010,77,2,173800,12
2018,010,77,9,173800,27
2018,010,9999,1,173800,15
2018,010,9999,2,173800,12
2018,010,9999,9,173800,27
2018,010,1,1,173900,33
2018,010,1,2,173900,39
2018,010,1,9,173900,69
2018,010,2,1,173900,9
2018,010,2,2,173900,6
2018,010,2,9,173900,15
2018,010,3,1,173900,3
2018,010,3,2,173900,3
2018,010,3,9,173900,3
2018,010,4,1,173900,3
2018,010,4,2,173900,6
2018,010,4,9,173900,9
2018,010,5,1,173900,0
2018,010,5,2,173900,0
2018,010,5,9,173900,0
2018,010,6,1,173900,0
2018,010,6,2,173900,0
2018,010,6,9,173900,0
2018,010,9,1,173900,0
2018,010,9,2,173900,0
2018,010,9,9,173900,0
2018,010,77,1,173900,36
2018,010,77,2,173900,48
2018,010,77,9,173900,81
2018,010,9999,1,173900,36
2018,010,9999,2,173900,48
2018,010,9999,9,173900,81
2018,010,1,1,174000,15
2018,010,1,2,174000,15
2018,010,1,9,174000,30
2018,010,2,1,174000,6
2018,010,2,2,174000,9
2018,010,2,9,174000,15
2018,010,3,1,174000,..C
2018,010,3,2,174000,..C
2018,010,3,9,174000,3
2018,010,4,1,174000,..C
2018,010,4,2,174000,..C
2018,010,4,9,174000,3
2018,010,5,1,174000,..C
2018,010,5,2,174000,..C
2018,010,5,9,174000,0
2018,010,6,1,174000,..C
2018,010,6,2,174000,..C
2018,010,6,9,174000,3
2018,010,9,1,174000,..C
2018,010,9,2,174000,..C
2018,010,9,9,174000,0
2018,010,77,1,174000,21
2018,010,77,2,174000,21
2018,010,77,9,174000,39
2018,010,9999,1,174000,21
2018,010,9999,2,174000,21
2018,010,9999,9,174000,39
2018,010,1,1,174100,18
2018,010,1,2,174100,12
2018,010,1,9,174100,30
2018,010,2,1,174100,..C
2018,010,2,2,174100,6
2018,010,2,9,174100,12
2018,010,3,1,174100,..C
2018,010,3,2,174100,..C
2018,010,3,9,174100,3
2018,010,4,1,174100,..C
2018,010,4,2,174100,..C
2018,010,4,9,174100,0
2018,010,5,1,174100,..C
2018,010,5,2,174100,..C
2018,010,5,9,174100,0
2018,010,6,1,174100,..C
2018,010,6,2,174100,..C
2018,010,6,9,174100,0
2018,010,9,1,174100,..C
2018,010,9,2,174100,..C
2018,010,9,9,174100,0
2018,010,77,1,174100,18
2018,010,77,2,174100,15
2018,010,77,9,174100,33
2018,010,9999,1,174100,18
2018,010,9999,2,174100,15
2018,010,9999,9,174100,33
2018,010,1,1,174200,15
2018,010,1,2,174200,6
2018,010,1,9,174200,24
2018,010,2,1,174200,..C
2018,010,2,2,174200,..C
2018,010,2,9,174200,9
2018,010,3,1,174200,..C
2018,010,3,2,174200,..C
2018,010,3,9,174200,0
2018,010,4,1,174200,..C
2018,010,4,2,174200,..C
2018,010,4,9,174200,3
2018,010,5,1,174200,..C
2018,010,5,2,174200,..C
2018,010,5,9,174200,0
2018,010,6,1,174200,..C
2018,010,6,2,174200,..C
2018,010,6,9,174200,0
2018,010,9,1,174200,..C
2018,010,9,2,174200,..C
2018,010,9,9,174200,0
2018,010,77,1,174200,15
2018,010,77,2,174200,12
2018,010,77,9,174200,27
2018,010,9999,1,174200,15
2018,010,9999,2,174200,12
2018,010,9999,9,174200,27
2018,010,1,1,174300,..C
2018,010,1,2,174300,9
2018,010,1,9,174300,15
2018,010,2,1,174300,..C
2018,010,2,2,174300,..C
2018,010,2,9,174300,..C
2018,010,3,1,174300,..C
2018,010,3,2,174300,..C
2018,010,3,9,174300,..C
2018,010,4,1,174300,..C
2018,010,4,2,174300,..C
2018,010,4,9,174300,..C
2018,010,5,1,174300,..C
2018,010,5,2,174300,..C
2018,010,5,9,174300,..C
2018,010,6,1,174300,..C
2018,010,6,2,174300,..C
2018,010,6,9,174300,..C
2018,010,9,1,174300,..C
2018,010,9,2,174300,..C
2018,010,9,9,174300,..C
2018,010,77,1,174300,..C
2018,010,77,2,174300,15
2018,010,77,9,174300,18
2018,010,9999,1,174300,3
2018,010,9999,2,174300,15
2018,010,9999,9,174300,18
2018,010,1,1,174400,6
2018,010,1,2,174400,6
2018,010,1,9,174400,12
2018,010,2,1,174400,..C
2018,010,2,2,174400,..C
2018,010,2,9,174400,..C
2018,010,3,1,174400,..C
2018,010,3,2,174400,..C
2018,010,3,9,174400,..C
2018,010,4,1,174400,..C
2018,010,4,2,174400,..C
2018,010,4,9,174400,..C
2018,010,5,1,174400,..C
2018,010,5,2,174400,..C
2018,010,5,9,174400,..C
2018,010,6,1,174400,..C
2018,010,6,2,174400,..C
2018,010,6,9,174400,..C
2018,010,9,1,174400,..C
2018,010,9,2,174400,..C
2018,010,9,9,174400,..C
2018,010,77,1,174400,9
2018,010,77,2,174400,9
2018,010,77,9,174400,15
2018,010,9999,1,174400,9
2018,010,9999,2,174400,9
2018,010,9999,9,174400,15
2018,010,1,1,174500,9
2018,010,1,2,174500,..C
2018,010,1,9,174500,15
2018,010,2,1,174500,..C
2018,010,2,2,174500,..C
2018,010,2,9,174500,..C
2018,010,3,1,174500,..C
2018,010,3,2,174500,..C
2018,010,3,9,174500,..C
2018,010,4,1,174500,..C
2018,010,4,2,174500,..C
2018,010,4,9,174500,..C
2018,010,5,1,174500,..C
2018,010,5,2,174500,..C
2018,010,5,9,174500,..C
2018,010,6,1,174500,..C
2018,010,6,2,174500,..C
2018,010,6,9,174500,..C
2018,010,9,1,174500,..C
2018,010,9,2,174500,..C
2018,010,9,9,174500,..C
2018,010,77,1,174500,12
2018,010,77,2,174500,..C
2018,010,77,9,174500,15
2018,010,9999,1,174500,12
2018,010,9999,2,174500,6
2018,010,9999,9,174500,15
2018,010,1,1,174600,9
2018,010,1,2,174600,9
2018,010,1,9,174600,18
2018,010,2,1,174600,..C
2018,010,2,2,174600,6
2018,010,2,9,174600,12
2018,010,3,1,174600,..C
2018,010,3,2,174600,..C
2018,010,3,9,174600,..C
2018,010,4,1,174600,..C
2018,010,4,2,174600,..C
2018,010,4,9,174600,..C
2018,010,5,1,174600,..C
2018,010,5,2,174600,..C
2018,010,5,9,174600,..C
2018,010,6,1,174600,..C
2018,010,6,2,174600,..C
2018,010,6,9,174600,..C
2018,010,9,1,174600,..C
2018,010,9,2,174600,..C
2018,010,9,9,174600,..C
2018,010,77,1,174600,15
2018,010,77,2,174600,15
2018,010,77,9,174600,27
2018,010,9999,1,174600,15
2018,010,9999,2,174600,15
2018,010,9999,9,174600,27
2018,010,1,1,174700,..C
2018,010,1,2,174700,..C
2018,010,1,9,174700,9
2018,010,2,1,174700,..C
2018,010,2,2,174700,..C
2018,010,2,9,174700,..C
2018,010,3,1,174700,..C
2018,010,3,2,174700,..C
2018,010,3,9,174700,..C
2018,010,4,1,174700,..C
2018,010,4,2,174700,..C
2018,010,4,9,174700,..C
2018,010,5,1,174700,..C
2018,010,5,2,174700,..C
2018,010,5,9,174700,..C
2018,010,6,1,174700,..C
2018,010,6,2,174700,..C
2018,010,6,9,174700,..C
2018,010,9,1,174700,..C
2018,010,9,2,174700,..C
2018,010,9,9,174700,..C
2018,010,77,1,174700,..C
2018,010,77,2,174700,..C
2018,010,77,9,174700,9
2018,010,9999,1,174700,6
2018,010,9999,2,174700,6
2018,010,9999,9,174700,9
2018,010,1,1,174800,12
2018,010,1,2,174800,..C
2018,010,1,9,174800,18
2018,010,2,1,174800,..C
2018,010,2,2,174800,..C
2018,010,2,9,174800,..C
2018,010,3,1,174800,..C
2018,010,3,2,174800,..C
2018,010,3,9,174800,..C
2018,010,4,1,174800,..C
2018,010,4,2,174800,..C
2018,010,4,9,174800,..C
2018,010,5,1,174800,..C
2018,010,5,2,174800,..C
2018,010,5,9,174800,..C
2018,010,6,1,174800,..C
2018,010,6,2,174800,..C
2018,010,6,9,174800,..C
2018,010,9,1,174800,..C
2018,010,9,2,174800,..C
2018,010,9,9,174800,..C
2018,010,77,1,174800,12
2018,010,77,2,174800,9
2018,010,77,9,174800,18
2018,010,9999,1,174800,12
2018,010,9999,2,174800,9
2018,010,9999,9,174800,18
2018,010,1,1,174900,12
2018,010,1,2,174900,9
2018,010,1,9,174900,21
2018,010,2,1,174900,..C
2018,010,2,2,174900,..C
2018,010,2,9,174900,6
2018,010,3,1,174900,..C
2018,010,3,2,174900,..C
2018,010,3,9,174900,0
2018,010,4,1,174900,..C
2018,010,4,2,174900,..C
2018,010,4,9,174900,3
2018,010,5,1,174900,..C
2018,010,5,2,174900,..C
2018,010,5,9,174900,0
2018,010,6,1,174900,..C
2018,010,6,2,174900,..C
2018,010,6,9,174900,3
2018,010,9,1,174900,..C
2018,010,9,2,174900,..C
2018,010,9,9,174900,0
2018,010,77,1,174900,18
2018,010,77,2,174900,12
2018,010,77,9,174900,27
2018,010,9999,1,174900,18
2018,010,9999,2,174900,12
2018,010,9999,9,174900,27
2018,010,1,1,175000,24
2018,010,1,2,175000,30
2018,010,1,9,175000,54
2018,010,2,1,175000,9
2018,010,2,2,175000,15
2018,010,2,9,175000,24
2018,010,3,1,175000,0
2018,010,3,2,175000,0
2018,010,3,9,175000,0
2018,010,4,1,175000,0
2018,010,4,2,175000,0
2018,010,4,9,175000,3
2018,010,5,1,175000,0
2018,010,5,2,175000,0
2018,010,5,9,175000,0
2018,010,6,1,175000,0
2018,010,6,2,175000,0
2018,010,6,9,175000,0
2018,010,9,1,175000,0
2018,010,9,2,175000,0
2018,010,9,9,175000,0
2018,010,77,1,175000,30
2018,010,77,2,175000,36
2018,010,77,9,175000,69
2018,010,9999,1,175000,30
2018,010,9999,2,175000,36
2018,010,9999,9,175000,69
2018,010,1,1,175100,9
2018,010,1,2,175100,6
2018,010,1,9,175100,15
2018,010,2,1,175100,..C
2018,010,2,2,175100,..C
2018,010,2,9,175100,..C
2018,010,3,1,175100,..C
2018,010,3,2,175100,..C
2018,010,3,9,175100,..C
2018,010,4,1,175100,..C
2018,010,4,2,175100,..C
2018,010,4,9,175100,..C
2018,010,5,1,175100,..C
2018,010,5,2,175100,..C
2018,010,5,9,175100,..C
2018,010,6,1,175100,..C
2018,010,6,2,175100,..C
2018,010,6,9,175100,..C
2018,010,9,1,175100,..C
2018,010,9,2,175100,..C
2018,010,9,9,175100,..C
2018,010,77,1,175100,9
2018,010,77,2,175100,6
2018,010,77,9,175100,15
2018,010,9999,1,175100,9
2018,010,9999,2,175100,6
2018,010,9999,9,175100,15
2018,010,1,1,175200,..C
2018,010,1,2,175200,..C
2018,010,1,9,175200,..C
2018,010,2,1,175200,..C
2018,010,2,2,175200,..C
2018,010,2,9,175200,..C
2018,010,3,1,175200,..C
2018,010,3,2,175200,..C
2018,010,3,9,175200,..C
2018,010,4,1,175200,..C
2018,010,4,2,175200,..C
2018,010,4,9,175200,..C
2018,010,5,1,175200,..C
2018,010,5,2,175200,..C
2018,010,5,9,175200,..C
2018,010,6,1,175200,..C
2018,010,6,2,175200,..C
2018,010,6,9,175200,..C
2018,010,9,1,175200,..C
2018,010,9,2,175200,..C
2018,010,9,9,175200,..C
2018,010,77,1,175200,..C
2018,010,77,2,175200,..C
2018,010,77,9,175200,..C
2018,010,9999,1,175200,..C
2018,010,9999,2,175200,..C
2018,010,9999,9,175200,..C
2018,010,1,1,175300,21
2018,010,1,2,175300,24
2018,010,1,9,175300,45
2018,010,2,1,175300,..C
2018,010,2,2,175300,..C
2018,010,2,9,175300,9
2018,010,3,1,175300,..C
2018,010,3,2,175300,..C
2018,010,3,9,175300,0
2018,010,4,1,175300,12
2018,010,4,2,175300,6
2018,010,4,9,175300,18
2018,010,5,1,175300,..C
2018,010,5,2,175300,..C
2018,010,5,9,175300,0
2018,010,6,1,175300,..C
2018,010,6,2,175300,..C
2018,010,6,9,175300,3
2018,010,9,1,175300,..C
2018,010,9,2,175300,..C
2018,010,9,9,175300,0
2018,010,77,1,175300,33
2018,010,77,2,175300,33
2018,010,77,9,175300,66
2018,010,9999,1,175300,33
2018,010,9999,2,175300,33
2018,010,9999,9,175300,66
2018,010,1,1,175400,..C
2018,010,1,2,175400,..C
2018,010,1,9,175400,..C
2018,010,2,1,175400,..C
2018,010,2,2,175400,..C
2018,010,2,9,175400,..C
2018,010,3,1,175400,..C
2018,010,3,2,175400,..C
2018,010,3,9,175400,..C
2018,010,4,1,175400,..C
2018,010,4,2,175400,..C
2018,010,4,9,175400,..C
2018,010,5,1,175400,..C
2018,010,5,2,175400,..C
2018,010,5,9,175400,..C
2018,010,6,1,175400,..C
2018,010,6,2,175400,..C
2018,010,6,9,175400,..C
2018,010,9,1,175400,..C
2018,010,9,2,175400,..C
2018,010,9,9,175400,..C
2018,010,77,1,175400,..C
2018,010,77,2,175400,..C
2018,010,77,9,175400,6
2018,010,9999,1,175400,6
2018,010,9999,2,175400,3
2018,010,9999,9,175400,6
2018,010,1,1,175500,21
2018,010,1,2,175500,27
2018,010,1,9,175500,48
2018,010,2,1,175500,6
2018,010,2,2,175500,..C
2018,010,2,9,175500,9
2018,010,3,1,175500,..C
2018,010,3,2,175500,..C
2018,010,3,9,175500,3
2018,010,4,1,175500,..C
2018,010,4,2,175500,6
2018,010,4,9,175500,9
2018,010,5,1,175500,..C
2018,010,5,2,175500,..C
2018,010,5,9,175500,0
2018,010,6,1,175500,..C
2018,010,6,2,175500,..C
2018,010,6,9,175500,0
2018,010,9,1,175500,..C
2018,010,9,2,175500,..C
2018,010,9,9,175500,0
2018,010,77,1,175500,27
2018,010,77,2,175500,33
2018,010,77,9,175500,60
2018,010,9999,1,175500,27
2018,010,9999,2,175500,33
2018,010,9999,9,175500,60
2018,010,1,1,175600,..C
2018,010,1,2,175600,..C
2018,010,1,9,175600,9
2018,010,2,1,175600,..C
2018,010,2,2,175600,..C
2018,010,2,9,175600,..C
2018,010,3,1,175600,..C
2018,010,3,2,175600,..C
2018,010,3,9,175600,..C
2018,010,4,1,175600,..C
2018,010,4,2,175600,6
2018,010,4,9,175600,9
2018,010,5,1,175600,..C
2018,010,5,2,175600,..C
2018,010,5,9,175600,..C
2018,010,6,1,175600,..C
2018,010,6,2,175600,..C
2018,010,6,9,175600,..C
2018,010,9,1,175600,..C
2018,010,9,2,175600,..C
2018,010,9,9,175600,..C
2018,010,77,1,175600,6
2018,010,77,2,175600,12
2018,010,77,9,175600,18
2018,010,9999,1,175600,6
2018,010,9999,2,175600,12
2018,010,9999,9,175600,18
2018,010,1,1,175700,12
2018,010,1,2,175700,21
2018,010,1,9,175700,33
2018,010,2,1,175700,..C
2018,010,2,2,175700,15
2018,010,2,9,175700,21
2018,010,3,1,175700,..C
2018,010,3,2,175700,..C
2018,010,3,9,175700,3
2018,010,4,1,175700,..C
2018,010,4,2,175700,..C
2018,010,4,9,175700,3
2018,010,5,1,175700,..C
2018,010,5,2,175700,..C
2018,010,5,9,175700,0
2018,010,6,1,175700,..C
2018,010,6,2,175700,..C
2018,010,6,9,175700,0
2018,010,9,1,175700,..C
2018,010,9,2,175700,..C
2018,010,9,9,175700,0
2018,010,77,1,175700,18
2018,010,77,2,175700,27
2018,010,77,9,175700,42
2018,010,9999,1,175700,18
2018,010,9999,2,175700,27
2018,010,9999,9,175700,42
2018,010,1,1,175800,21
2018,010,1,2,175800,18
2018,010,1,9,175800,39
2018,010,2,1,175800,3
2018,010,2,2,175800,0
2018,010,2,9,175800,3
2018,010,3,1,175800,0
2018,010,3,2,175800,0
2018,010,3,9,175800,0
2018,010,4,1,175800,3
2018,010,4,2,175800,6
2018,010,4,9,175800,9
2018,010,5,1,175800,0
2018,010,5,2,175800,3
2018,010,5,9,175800,3
2018,010,6,1,175800,3
2018,010,6,2,175800,0
2018,010,6,9,175800,3
2018,010,9,1,175800,0
2018,010,9,2,175800,0
2018,010,9,9,175800,0
2018,010,77,1,175800,27
2018,010,77,2,175800,27
2018,010,77,9,175800,51
2018,010,9999,1,175800,27
2018,010,9999,2,175800,27
2018,010,9999,9,175800,51
2018,010,1,1,175900,27
2018,010,1,2,175900,27
2018,010,1,9,175900,51
2018,010,2,1,175900,6
2018,010,2,2,175900,9
2018,010,2,9,175900,15
2018,010,3,1,175900,3
2018,010,3,2,175900,0
2018,010,3,9,175900,3
2018,010,4,1,175900,12
2018,010,4,2,175900,12
2018,010,4,9,175900,21
2018,010,5,1,175900,3
2018,010,5,2,175900,0
2018,010,5,9,175900,3
2018,010,6,1,175900,0
2018,010,6,2,175900,0
2018,010,6,9,175900,0
2018,010,9,1,175900,0
2018,010,9,2,175900,0
2018,010,9,9,175900,0
2018,010,77,1,175900,42
2018,010,77,2,175900,42
2018,010,77,9,175900,81
2018,010,9999,1,175900,42
2018,010,9999,2,175900,42
2018,010,9999,9,175900,81
2018,010,1,1,176000,18
2018,010,1,2,176000,15
2018,010,1,9,176000,33
2018,010,2,1,176000,6
2018,010,2,2,176000,..C
2018,010,2,9,176000,9
2018,010,3,1,176000,..C
2018,010,3,2,176000,..C
2018,010,3,9,176000,3
2018,010,4,1,176000,..C
2018,010,4,2,176000,..C
2018,010,4,9,176000,3
2018,010,5,1,176000,..C
2018,010,5,2,176000,..C
2018,010,5,9,176000,0
2018,010,6,1,176000,..C
2018,010,6,2,176000,..C
2018,010,6,9,176000,0
2018,010,9,1,176000,..C
2018,010,9,2,176000,..C
2018,010,9,9,176000,0
2018,010,77,1,176000,24
2018,010,77,2,176000,18
2018,010,77,9,176000,39
2018,010,9999,1,176000,24
2018,010,9999,2,176000,18
2018,010,9999,9,176000,39
2018,010,1,1,176100,21
2018,010,1,2,176100,15
2018,010,1,9,176100,39
2018,010,2,1,176100,6
2018,010,2,2,176100,3
2018,010,2,9,176100,6
2018,010,3,1,176100,0
2018,010,3,2,176100,0
2018,010,3,9,176100,0
2018,010,4,1,176100,6
2018,010,4,2,176100,9
2018,010,4,9,176100,18
2018,010,5,1,176100,3
2018,010,5,2,176100,3
2018,010,5,9,176100,6
2018,010,6,1,176100,0
2018,010,6,2,176100,0
2018,010,6,9,176100,0
2018,010,9,1,176100,0
2018,010,9,2,176100,0
2018,010,9,9,176100,0
2018,010,77,1,176100,36
2018,010,77,2,176100,27
2018,010,77,9,176100,63
2018,010,9999,1,176100,36
2018,010,9999,2,176100,27
2018,010,9999,9,176100,63
2018,010,1,1,176200,33
2018,010,1,2,176200,30
2018,010,1,9,176200,60
2018,010,2,1,176200,3
2018,010,2,2,176200,6
2018,010,2,9,176200,9
2018,010,3,1,176200,0
2018,010,3,2,176200,0
2018,010,3,9,176200,0
2018,010,4,1,176200,6
2018,010,4,2,176200,12
2018,010,4,9,176200,18
2018,010,5,1,176200,0
2018,010,5,2,176200,3
2018,010,5,9,176200,3
2018,010,6,1,176200,0
2018,010,6,2,176200,0
2018,010,6,9,176200,0
2018,010,9,1,176200,0
2018,010,9,2,176200,0
2018,010,9,9,176200,0
2018,010,77,1,176200,36
2018,010,77,2,176200,45
2018,010,77,9,176200,84
2018,010,9999,1,176200,36
2018,010,9999,2,176200,45
2018,010,9999,9,176200,84
2018,010,1,1,176300,..C
2018,010,1,2,176300,..C
2018,010,1,9,176300,..C
2018,010,2,1,176300,..C
2018,010,2,2,176300,..C
2018,010,2,9,176300,..C
2018,010,3,1,176300,..C
2018,010,3,2,176300,..C
2018,010,3,9,176300,..C
2018,010,4,1,176300,..C
2018,010,4,2,176300,..C
2018,010,4,9,176300,..C
2018,010,5,1,176300,..C
2018,010,5,2,176300,..C
2018,010,5,9,176300,..C
2018,010,6,1,176300,..C
2018,010,6,2,176300,..C
2018,010,6,9,176300,..C
2018,010,9,1,176300,..C
