year,age,school,group,topic,count
2018,010,6,1,150700,..C
2018,010,6,2,150700,..C
2018,010,6,9,150700,0
2018,010,9,1,150700,..C
2018,010,9,2,150700,..C
2018,010,9,9,150700,0
2018,010,77,1,150700,27
2018,010,77,2,150700,24
2018,010,77,9,150700,51
2018,010,9999,1,150700,27
2018,010,9999,2,150700,24
2018,010,9999,9,150700,51
2018,010,1,1,150800,6
2018,010,1,2,150800,3
2018,010,1,9,150800,12
2018,010,2,1,150800,9
2018,010,2,2,150800,9
2018,010,2,9,150800,18
2018,010,3,1,150800,39
2018,010,3,2,150800,27
2018,010,3,9,150800,69
2018,010,4,1,150800,6
2018,010,4,2,150800,3
2018,010,4,9,150800,9
2018,010,5,1,150800,3
2018,010,5,2,150800,0
2018,010,5,9,150800,3
2018,010,6,1,150800,3
2018,010,6,2,150800,0
2018,010,6,9,150800,3
2018,010,9,1,150800,0
2018,010,9,2,150800,0
2018,010,9,9,150800,0
2018,010,77,1,150800,51
2018,010,77,2,150800,33
2018,010,77,9,150800,84
2018,010,9999,1,150800,51
2018,010,9999,2,150800,33
2018,010,9999,9,150800,84
2018,010,1,1,150900,..C
2018,010,1,2,150900,6
2018,010,1,9,150900,9
2018,010,2,1,150900,6
2018,010,2,2,150900,..C
2018,010,2,9,150900,9
2018,010,3,1,150900,15
2018,010,3,2,150900,9
2018,010,3,9,150900,21
2018,010,4,1,150900,..C
2018,010,4,2,150900,..C
2018,010,4,9,150900,6
2018,010,5,1,150900,..C
2018,010,5,2,150900,..C
2018,010,5,9,150900,3
2018,010,6,1,150900,..C
2018,010,6,2,150900,..C
2018,010,6,9,150900,0
2018,010,9,1,150900,..C
2018,010,9,2,150900,..C
2018,010,9,9,150900,0
2018,010,77,1,150900,21
2018,010,77,2,150900,18
2018,010,77,9,150900,39
2018,010,9999,1,150900,21
2018,010,9999,2,150900,18
2018,010,9999,9,150900,39
2018,010,1,1,151000,6
2018,010,1,2,151000,6
2018,010,1,9,151000,9
2018,010,2,1,151000,9
2018,010,2,2,151000,9
2018,010,2,9,151000,18
2018,010,3,1,151000,27
2018,010,3,2,151000,27
2018,010,3,9,151000,54
2018,010,4,1,151000,9
2018,010,4,2,151000,9
2018,010,4,9,151000,18
2018,010,5,1,151000,3
2018,010,5,2,151000,0
2018,010,5,9,151000,3
2018,010,6,1,151000,0
2018,010,6,2,151000,0
2018,010,6,9,151000,0
2018,010,9,1,151000,0
2018,010,9,2,151000,0
2018,010,9,9,151000,0
2018,010,77,1,151000,39
2018,010,77,2,151000,42
2018,010,77,9,151000,81
2018,010,9999,1,151000,39
2018,010,9999,2,151000,42
2018,010,9999,9,151000,81
2018,010,1,1,151100,6
2018,010,1,2,151100,..C
2018,010,1,9,151100,12
2018,010,2,1,151100,..C
2018,010,2,2,151100,..C
2018,010,2,9,151100,..C
2018,010,3,1,151100,..C
2018,010,3,2,151100,..C
2018,010,3,9,151100,..C
2018,010,4,1,151100,..C
2018,010,4,2,151100,..C
2018,010,4,9,151100,..C
2018,010,5,1,151100,..C
2018,010,5,2,151100,..C
2018,010,5,9,151100,..C
2018,010,6,1,151100,..C
2018,010,6,2,151100,..C
2018,010,6,9,151100,..C
2018,010,9,1,151100,..C
2018,010,9,2,151100,..C
2018,010,9,9,151100,..C
2018,010,77,1,151100,6
2018,010,77,2,151100,6
2018,010,77,9,151100,15
2018,010,9999,1,151100,6
2018,010,9999,2,151100,6
2018,010,9999,9,151100,15
2018,010,1,1,151200,6
2018,010,1,2,151200,..C
2018,010,1,9,151200,12
2018,010,2,1,151200,12
2018,010,2,2,151200,6
2018,010,2,9,151200,18
2018,010,3,1,151200,24
2018,010,3,2,151200,33
2018,010,3,9,151200,57
2018,010,4,1,151200,..C
2018,010,4,2,151200,..C
2018,010,4,9,151200,6
2018,010,5,1,151200,..C
2018,010,5,2,151200,..C
2018,010,5,9,151200,3
2018,010,6,1,151200,..C
2018,010,6,2,151200,..C
2018,010,6,9,151200,0
2018,010,9,1,151200,..C
2018,010,9,2,151200,..C
2018,010,9,9,151200,0
2018,010,77,1,151200,36
2018,010,77,2,151200,36
2018,010,77,9,151200,75
2018,010,9999,1,151200,36
2018,010,9999,2,151200,36
2018,010,9999,9,151200,75
2018,010,1,1,151300,9
2018,010,1,2,151300,18
2018,010,1,9,151300,27
2018,010,2,1,151300,0
2018,010,2,2,151300,3
2018,010,2,9,151300,6
2018,010,3,1,151300,0
2018,010,3,2,151300,0
2018,010,3,9,151300,0
2018,010,4,1,151300,6
2018,010,4,2,151300,15
2018,010,4,9,151300,21
2018,010,5,1,151300,0
2018,010,5,2,151300,0
2018,010,5,9,151300,0
2018,010,6,1,151300,0
2018,010,6,2,151300,3
2018,010,6,9,151300,3
2018,010,9,1,151300,0
2018,010,9,2,151300,0
2018,010,9,9,151300,0
2018,010,77,1,151300,15
2018,010,77,2,151300,33
2018,010,77,9,151300,48
2018,010,9999,1,151300,15
2018,010,9999,2,151300,33
2018,010,9999,9,151300,48
2018,010,1,1,151400,3
2018,010,1,2,151400,6
2018,010,1,9,151400,6
2018,010,2,1,151400,6
2018,010,2,2,151400,3
2018,010,2,9,151400,9
2018,010,3,1,151400,27
2018,010,3,2,151400,18
2018,010,3,9,151400,45
2018,010,4,1,151400,6
2018,010,4,2,151400,3
2018,010,4,9,151400,9
2018,010,5,1,151400,0
2018,010,5,2,151400,0
2018,010,5,9,151400,0
2018,010,6,1,151400,0
2018,010,6,2,151400,0
2018,010,6,9,151400,3
2018,010,9,1,151400,0
2018,010,9,2,151400,0
2018,010,9,9,151400,0
2018,010,77,1,151400,33
2018,010,77,2,151400,30
2018,010,77,9,151400,60
2018,010,9999,1,151400,33
2018,010,9999,2,151400,30
2018,010,9999,9,151400,60
2018,010,1,1,151500,15
2018,010,1,2,151500,9
2018,010,1,9,151500,24
2018,010,2,1,151500,9
2018,010,2,2,151500,3
2018,010,2,9,151500,12
2018,010,3,1,151500,6
2018,010,3,2,151500,0
2018,010,3,9,151500,6
2018,010,4,1,151500,3
2018,010,4,2,151500,6
2018,010,4,9,151500,12
2018,010,5,1,151500,0
2018,010,5,2,151500,0
2018,010,5,9,151500,0
2018,010,6,1,151500,0
2018,010,6,2,151500,0
2018,010,6,9,151500,0
2018,010,9,1,151500,0
2018,010,9,2,151500,0
2018,010,9,9,151500,0
2018,010,77,1,151500,21
2018,010,77,2,151500,15
2018,010,77,9,151500,36
2018,010,9999,1,151500,21
2018,010,9999,2,151500,15
2018,010,9999,9,151500,36
2018,010,1,1,151600,9
2018,010,1,2,151600,3
2018,010,1,9,151600,12
2018,010,2,1,151600,15
2018,010,2,2,151600,3
2018,010,2,9,151600,15
2018,010,3,1,151600,30
2018,010,3,2,151600,27
2018,010,3,9,151600,57
2018,010,4,1,151600,3
2018,010,4,2,151600,3
2018,010,4,9,151600,6
2018,010,5,1,151600,0
2018,010,5,2,151600,0
2018,010,5,9,151600,0
2018,010,6,1,151600,0
2018,010,6,2,151600,0
2018,010,6,9,151600,0
2018,010,9,1,151600,0
2018,010,9,2,151600,0
2018,010,9,9,151600,0
2018,010,77,1,151600,39
2018,010,77,2,151600,27
2018,010,77,9,151600,63
2018,010,9999,1,151600,39
2018,010,9999,2,151600,27
2018,010,9999,9,151600,63
2018,010,1,1,151700,..C
2018,010,1,2,151700,..C
2018,010,1,9,151700,9
2018,010,2,1,151700,..C
2018,010,2,2,151700,..C
2018,010,2,9,151700,..C
2018,010,3,1,151700,..C
2018,010,3,2,151700,..C
2018,010,3,9,151700,..C
2018,010,4,1,151700,..C
2018,010,4,2,151700,..C
2018,010,4,9,151700,..C
2018,010,5,1,151700,..C
2018,010,5,2,151700,..C
2018,010,5,9,151700,..C
2018,010,6,1,151700,..C
2018,010,6,2,151700,..C
2018,010,6,9,151700,..C
2018,010,9,1,151700,..C
2018,010,9,2,151700,..C
2018,010,9,9,151700,..C
2018,010,77,1,151700,..C
2018,010,77,2,151700,6
2018,010,77,9,151700,12
2018,010,9999,1,151700,3
2018,010,9999,2,151700,6
2018,010,9999,9,151700,12
2018,010,1,1,151800,3
2018,010,1,2,151800,3
2018,010,1,9,151800,6
2018,010,2,1,151800,9
2018,010,2,2,151800,12
2018,010,2,9,151800,18
2018,010,3,1,151800,27
2018,010,3,2,151800,24
2018,010,3,9,151800,48
2018,010,4,1,151800,3
2018,010,4,2,151800,9
2018,010,4,9,151800,12
2018,010,5,1,151800,0
2018,010,5,2,151800,0
2018,010,5,9,151800,0
2018,010,6,1,151800,0
2018,010,6,2,151800,0
2018,010,6,9,151800,0
2018,010,9,1,151800,0
2018,010,9,2,151800,0
2018,010,9,9,151800,0
2018,010,77,1,151800,33
2018,010,77,2,151800,39
2018,010,77,9,151800,72
2018,010,9999,1,151800,33
2018,010,9999,2,151800,39
2018,010,9999,9,151800,72
2018,010,1,1,151900,3
2018,010,1,2,151900,6
2018,010,1,9,151900,9
2018,010,2,1,151900,3
2018,010,2,2,151900,9
2018,010,2,9,151900,12
2018,010,3,1,151900,15
2018,010,3,2,151900,15
2018,010,3,9,151900,30
2018,010,4,1,151900,6
2018,010,4,2,151900,12
2018,010,4,9,151900,18
2018,010,5,1,151900,0
2018,010,5,2,151900,0
2018,010,5,9,151900,0
2018,010,6,1,151900,0
2018,010,6,2,151900,0
2018,010,6,9,151900,0
2018,010,9,1,151900,0
2018,010,9,2,151900,0
2018,010,9,9,151900,0
2018,010,77,1,151900,21
2018,010,77,2,151900,33
2018,010,77,9,151900,51
2018,010,9999,1,151900,21
2018,010,9999,2,151900,33
2018,010,9999,9,151900,51
2018,010,1,1,152000,21
2018,010,1,2,152000,12
2018,010,1,9,152000,33
2018,010,2,1,152000,3
2018,010,2,2,152000,0
2018,010,2,9,152000,3
2018,010,3,1,152000,3
2018,010,3,2,152000,3
2018,010,3,9,152000,6
2018,010,4,1,152000,6
2018,010,4,2,152000,6
2018,010,4,9,152000,12
2018,010,5,1,152000,3
2018,010,5,2,152000,0
2018,010,5,9,152000,3
2018,010,6,1,152000,3
2018,010,6,2,152000,0
2018,010,6,9,152000,3
2018,010,9,1,152000,0
2018,010,9,2,152000,0
2018,010,9,9,152000,0
2018,010,77,1,152000,33
2018,010,77,2,152000,18
2018,010,77,9,152000,51
2018,010,9999,1,152000,33
2018,010,9999,2,152000,18
2018,010,9999,9,152000,51
2018,010,1,1,152100,..C
2018,010,1,2,152100,..C
2018,010,1,9,152100,3
2018,010,2,1,152100,..C
2018,010,2,2,152100,6
2018,010,2,9,152100,12
2018,010,3,1,152100,15
2018,010,3,2,152100,21
2018,010,3,9,152100,36
2018,010,4,1,152100,..C
2018,010,4,2,152100,..C
2018,010,4,9,152100,9
2018,010,5,1,152100,..C
2018,010,5,2,152100,..C
2018,010,5,9,152100,0
2018,010,6,1,152100,..C
2018,010,6,2,152100,..C
2018,010,6,9,152100,0
2018,010,9,1,152100,..C
2018,010,9,2,152100,..C
2018,010,9,9,152100,0
2018,010,77,1,152100,21
2018,010,77,2,152100,30
2018,010,77,9,152100,51
2018,010,9999,1,152100,21
2018,010,9999,2,152100,30
2018,010,9999,9,152100,51
2018,010,1,1,152200,6
2018,010,1,2,152200,15
2018,010,1,9,152200,18
2018,010,2,1,152200,..C
2018,010,2,2,152200,..C
2018,010,2,9,152200,6
2018,010,3,1,152200,..C
2018,010,3,2,152200,..C
2018,010,3,9,152200,0
2018,010,4,1,152200,6
2018,010,4,2,152200,9
2018,010,4,9,152200,18
2018,010,5,1,152200,..C
2018,010,5,2,152200,..C
2018,010,5,9,152200,0
2018,010,6,1,152200,..C
2018,010,6,2,152200,..C
2018,010,6,9,152200,0
2018,010,9,1,152200,..C
2018,010,9,2,152200,..C
2018,010,9,9,152200,0
2018,010,77,1,152200,15
2018,010,77,2,152200,24
2018,010,77,9,152200,39
2018,010,9999,1,152200,15
2018,010,9999,2,152200,24
2018,010,9999,9,152200,39
2018,010,1,1,152300,..C
2018,010,1,2,152300,..C
2018,010,1,9,152300,..C
2018,010,2,1,152300,..C
2018,010,2,2,152300,..C
2018,010,2,9,152300,..C
2018,010,3,1,152300,..C
2018,010,3,2,152300,..C
2018,010,3,9,152300,..C
2018,010,4,1,152300,..C
2018,010,4,2,152300,..C
2018,010,4,9,152300,..C
2018,010,5,1,152300,..C
2018,010,5,2,152300,..C
2018,010,5,9,152300,..C
2018,010,6,1,152300,..C
2018,010,6,2,152300,..C
2018,010,6,9,152300,..C
2018,010,9,1,152300,..C
2018,010,9,2,152300,..C
2018,010,9,9,152300,..C
2018,010,77,1,152300,..C
2018,010,77,2,152300,..C
2018,010,77,9,152300,..C
2018,010,9999,1,152300,..C
2018,010,9999,2,152300,..C
2018,010,9999,9,152300,3
2018,010,1,1,152400,21
2018,010,1,2,152400,12
2018,010,1,9,152400,33
2018,010,2,1,152400,3
2018,010,2,2,152400,3
2018,010,2,9,152400,6
2018,010,3,1,152400,0
2018,010,3,2,152400,0
2018,010,3,9,152400,0
2018,010,4,1,152400,6
2018,010,4,2,152400,6
2018,010,4,9,152400,12
2018,010,5,1,152400,0
2018,010,5,2,152400,0
2018,010,5,9,152400,0
2018,010,6,1,152400,0
2018,010,6,2,152400,0
2018,010,6,9,152400,0
2018,010,9,1,152400,0
2018,010,9,2,152400,0
2018,010,9,9,152400,0
2018,010,77,1,152400,30
2018,010,77,2,152400,18
2018,010,77,9,152400,48
2018,010,9999,1,152400,30
2018,010,9999,2,152400,18
2018,010,9999,9,152400,48
2018,010,1,1,152500,12
2018,010,1,2,152500,..C
2018,010,1,9,152500,12
2018,010,2,1,152500,..C
2018,010,2,2,152500,..C
2018,010,2,9,152500,3
2018,010,3,1,152500,..C
2018,010,3,2,152500,..C
2018,010,3,9,152500,0
2018,010,4,1,152500,..C
2018,010,4,2,152500,..C
2018,010,4,9,152500,3
2018,010,5,1,152500,..C
2018,010,5,2,152500,..C
2018,010,5,9,152500,0
2018,010,6,1,152500,..C
2018,010,6,2,152500,..C
2018,010,6,9,152500,3
2018,010,9,1,152500,..C
2018,010,9,2,152500,..C
2018,010,9,9,152500,0
2018,010,77,1,152500,15
2018,010,77,2,152500,6
2018,010,77,9,152500,21
2018,010,9999,1,152500,15
2018,010,9999,2,152500,6
2018,010,9999,9,152500,21
2018,010,1,1,152600,..C
2018,010,1,2,152600,..C
2018,010,1,9,152600,3
2018,010,2,1,152600,6
2018,010,2,2,152600,..C
2018,010,2,9,152600,9
2018,010,3,1,152600,12
2018,010,3,2,152600,12
2018,010,3,9,152600,24
2018,010,4,1,152600,..C
2018,010,4,2,152600,..C
2018,010,4,9,152600,3
2018,010,5,1,152600,..C
2018,010,5,2,152600,..C
2018,010,5,9,152600,0
2018,010,6,1,152600,..C
2018,010,6,2,152600,..C
2018,010,6,9,152600,0
2018,010,9,1,152600,..C
2018,010,9,2,152600,..C
2018,010,9,9,152600,0
2018,010,77,1,152600,15
2018,010,77,2,152600,15
2018,010,77,9,152600,30
2018,010,9999,1,152600,15
2018,010,9999,2,152600,15
2018,010,9999,9,152600,30
2018,010,1,1,152700,..C
2018,010,1,2,152700,..C
2018,010,1,9,152700,..C
2018,010,2,1,152700,..C
2018,010,2,2,152700,..C
2018,010,2,9,152700,..C
2018,010,3,1,152700,..C
2018,010,3,2,152700,..C
2018,010,3,9,152700,..C
2018,010,4,1,152700,..C
2018,010,4,2,152700,..C
2018,010,4,9,152700,..C
2018,010,5,1,152700,..C
2018,010,5,2,152700,..C
2018,010,5,9,152700,..C
2018,010,6,1,152700,..C
2018,010,6,2,152700,..C
2018,010,6,9,152700,..C
2018,010,9,1,152700,..C
2018,010,9,2,152700,..C
2018,010,9,9,152700,..C
2018,010,77,1,152700,..C
2018,010,77,2,152700,..C
2018,010,77,9,152700,6
2018,010,9999,1,152700,3
2018,010,9999,2,152700,6
2018,010,9999,9,152700,6
2018,010,1,1,152800,3
2018,010,1,2,152800,6
2018,010,1,9,152800,6
2018,010,2,1,152800,3
2018,010,2,2,152800,6
2018,010,2,9,152800,9
2018,010,3,1,152800,18
2018,010,3,2,152800,21
2018,010,3,9,152800,39
2018,010,4,1,152800,6
2018,010,4,2,152800,9
2018,010,4,9,152800,15
2018,010,5,1,152800,3
2018,010,5,2,152800,0
2018,010,5,9,152800,3
2018,010,6,1,152800,0
2018,010,6,2,152800,0
2018,010,6,9,152800,0
2018,010,9,1,152800,0
2018,010,9,2,152800,0
2018,010,9,9,152800,0
2018,010,77,1,152800,30
2018,010,77,2,152800,33
2018,010,77,9,152800,60
2018,010,9999,1,152800,30
2018,010,9999,2,152800,33
2018,010,9999,9,152800,60
2018,010,1,1,152900,15
2018,010,1,2,152900,12
2018,010,1,9,152900,24
2018,010,2,1,152900,..C
2018,010,2,2,152900,..C
2018,010,2,9,152900,3
2018,010,3,1,152900,..C
2018,010,3,2,152900,..C
2018,010,3,9,152900,0
2018,010,4,1,152900,..C
2018,010,4,2,152900,..C
2018,010,4,9,152900,6
2018,010,5,1,152900,..C
2018,010,5,2,152900,..C
2018,010,5,9,152900,3
2018,010,6,1,152900,..C
2018,010,6,2,152900,..C
2018,010,6,9,152900,0
2018,010,9,1,152900,..C
2018,010,9,2,152900,..C
2018,010,9,9,152900,0
2018,010,77,1,152900,21
2018,010,77,2,152900,15
2018,010,77,9,152900,33
2018,010,9999,1,152900,21
2018,010,9999,2,152900,15
2018,010,9999,9,152900,33
2018,010,1,1,153000,9
2018,010,1,2,153000,..C
2018,010,1,9,153000,9
2018,010,2,1,153000,..C
2018,010,2,2,153000,..C
2018,010,2,9,153000,6
2018,010,3,1,153000,15
2018,010,3,2,153000,12
2018,010,3,9,153000,27
2018,010,4,1,153000,..C
2018,010,4,2,153000,..C
2018,010,4,9,153000,3
2018,010,5,1,153000,..C
2018,010,5,2,153000,..C
2018,010,5,9,153000,0
2018,010,6,1,153000,..C
2018,010,6,2,153000,..C
2018,010,6,9,153000,0
2018,010,9,1,153000,..C
2018,010,9,2,153000,..C
2018,010,9,9,153000,0
2018,010,77,1,153000,24
2018,010,77,2,153000,15
2018,010,77,9,153000,36
2018,010,9999,1,153000,24
2018,010,9999,2,153000,15
2018,010,9999,9,153000,36
2018,010,1,1,153100,9
2018,010,1,2,153100,6
2018,010,1,9,153100,15
2018,010,2,1,153100,..C
2018,010,2,2,153100,..C
2018,010,2,9,153100,3
2018,010,3,1,153100,..C
2018,010,3,2,153100,..C
2018,010,3,9,153100,3
2018,010,4,1,153100,6
2018,010,4,2,153100,9
2018,010,4,9,153100,15
2018,010,5,1,153100,..C
2018,010,5,2,153100,..C
2018,010,5,9,153100,3
2018,010,6,1,153100,..C
2018,010,6,2,153100,..C
2018,010,6,9,153100,0
2018,010,9,1,153100,..C
2018,010,9,2,153100,..C
2018,010,9,9,153100,0
2018,010,77,1,153100,12
2018,010,77,2,153100,12
2018,010,77,9,153100,27
2018,010,9999,1,153100,12
2018,010,9999,2,153100,12
2018,010,9999,9,153100,27
2018,010,1,1,153200,..C
2018,010,1,2,153200,..C
2018,010,1,9,153200,3
2018,010,2,1,153200,6
2018,010,2,2,153200,..C
2018,010,2,9,153200,6
2018,010,3,1,153200,9
2018,010,3,2,153200,9
2018,010,3,9,153200,21
2018,010,4,1,153200,..C
2018,010,4,2,153200,..C
2018,010,4,9,153200,6
2018,010,5,1,153200,..C
2018,010,5,2,153200,..C
2018,010,5,9,153200,0
2018,010,6,1,153200,..C
2018,010,6,2,153200,..C
2018,010,6,9,153200,0
2018,010,9,1,153200,..C
2018,010,9,2,153200,..C
2018,010,9,9,153200,0
2018,010,77,1,153200,12
2018,010,77,2,153200,12
2018,010,77,9,153200,27
2018,010,9999,1,153200,12
2018,010,9999,2,153200,12
2018,010,9999,9,153200,27
2018,010,1,1,153300,6
2018,010,1,2,153300,6
2018,010,1,9,153300,12
2018,010,2,1,153300,9
2018,010,2,2,153300,6
2018,010,2,9,153300,15
2018,010,3,1,153300,9
2018,010,3,2,153300,15
2018,010,3,9,153300,27
2018,010,4,1,153300,3
2018,010,4,2,153300,9
2018,010,4,9,153300,15
2018,010,5,1,153300,0
2018,010,5,2,153300,0
2018,010,5,9,153300,0
2018,010,6,1,153300,0
2018,010,6,2,153300,0
2018,010,6,9,153300,0
2018,010,9,1,153300,0
2018,010,9,2,153300,0
2018,010,9,9,153300,0
2018,010,77,1,153300,21
2018,010,77,2,153300,30
2018,010,77,9,153300,48
2018,010,9999,1,153300,21
2018,010,9999,2,153300,30
2018,010,9999,9,153300,48
2018,010,1,1,153400,27
2018,010,1,2,153400,24
2018,010,1,9,153400,51
2018,010,2,1,153400,6
2018,010,2,2,153400,3
2018,010,2,9,153400,12
2018,010,3,1,153400,0
2018,010,3,2,153400,3
2018,010,3,9,153400,0
2018,010,4,1,153400,6
2018,010,4,2,153400,6
2018,010,4,9,153400,15
2018,010,5,1,153400,3
2018,010,5,2,153400,0
2018,010,5,9,153400,3
2018,010,6,1,153400,0
2018,010,6,2,153400,0
2018,010,6,9,153400,0
2018,010,9,1,153400,0
2018,010,9,2,153400,0
2018,010,9,9,153400,0
2018,010,77,1,153400,36
2018,010,77,2,153400,30
2018,010,77,9,153400,66
2018,010,9999,1,153400,36
2018,010,9999,2,153400,30
2018,010,9999,9,153400,66
2018,010,1,1,153500,..C
2018,010,1,2,153500,9
2018,010,1,9,153500,15
2018,010,2,1,153500,15
2018,010,2,2,153500,15
2018,010,2,9,153500,30
2018,010,3,1,153500,36
2018,010,3,2,153500,33
2018,010,3,9,153500,69
2018,010,4,1,153500,..C
2018,010,4,2,153500,..C
2018,010,4,9,153500,0
2018,010,5,1,153500,..C
2018,010,5,2,153500,..C
2018,010,5,9,153500,0
2018,010,6,1,153500,..C
2018,010,6,2,153500,..C
2018,010,6,9,153500,0
2018,010,9,1,153500,..C
2018,010,9,2,153500,..C
2018,010,9,9,153500,0
2018,010,77,1,153500,39
2018,010,77,2,153500,39
2018,010,77,9,153500,81
2018,010,9999,1,153500,39
2018,010,9999,2,153500,39
2018,010,9999,9,153500,81
2018,010,1,1,153600,..C
2018,010,1,2,153600,..C
2018,010,1,9,153600,9
2018,010,2,1,153600,..C
2018,010,2,2,153600,..C
2018,010,2,9,153600,9
2018,010,3,1,153600,15
2018,010,3,2,153600,6
2018,010,3,9,153600,21
2018,010,4,1,153600,..C
2018,010,4,2,153600,..C
2018,010,4,9,153600,9
2018,010,5,1,153600,..C
2018,010,5,2,153600,..C
2018,010,5,9,153600,0
2018,010,6,1,153600,..C
2018,010,6,2,153600,..C
2018,010,6,9,153600,0
2018,010,9,1,153600,..C
2018,010,9,2,153600,..C
2018,010,9,9,153600,0
2018,010,77,1,153600,21
2018,010,77,2,153600,15
2018,010,77,9,153600,36
2018,010,9999,1,153600,21
2018,010,9999,2,153600,15
2018,010,9999,9,153600,36
2018,010,1,1,153700,12
2018,010,1,2,153700,15
2018,010,1,9,153700,24
2018,010,2,1,153700,..C
2018,010,2,2,153700,..C
2018,010,2,9,153700,3
2018,010,3,1,153700,..C
2018,010,3,2,153700,..C
2018,010,3,9,153700,0
2018,010,4,1,153700,9
2018,010,4,2,153700,9
2018,010,4,9,153700,18
2018,010,5,1,153700,..C
2018,010,5,2,153700,..C
2018,010,5,9,153700,3
2018,010,6,1,153700,..C
2018,010,6,2,153700,..C
2018,010,6,9,153700,0
2018,010,9,1,153700,..C
2018,010,9,2,153700,..C
2018,010,9,9,153700,0
2018,010,77,1,153700,21
2018,010,77,2,153700,27
2018,010,77,9,153700,48
2018,010,9999,1,153700,21
2018,010,9999,2,153700,27
2018,010,9999,9,153700,48
2018,010,1,1,153800,18
2018,010,1,2,153800,12
2018,010,1,9,153800,30
2018,010,2,1,153800,0
2018,010,2,2,153800,3
2018,010,2,9,153800,0
2018,010,3,1,153800,0
2018,010,3,2,153800,3
2018,010,3,9,153800,6
2018,010,4,1,153800,9
2018,010,4,2,153800,9
2018,010,4,9,153800,18
2018,010,5,1,153800,0
2018,010,5,2,153800,0
2018,010,5,9,153800,0
2018,010,6,1,153800,0
2018,010,6,2,153800,0
2018,010,6,9,153800,3
2018,010,9,1,153800,0
2018,010,9,2,153800,0
2018,010,9,9,153800,0
2018,010,77,1,153800,30
2018,010,77,2,153800,21
2018,010,77,9,153800,51
2018,010,9999,1,153800,30
2018,010,9999,2,153800,21
2018,010,9999,9,153800,51
2018,010,1,1,153900,6
2018,010,1,2,153900,6
2018,010,1,9,153900,15
2018,010,2,1,153900,..C
2018,010,2,2,153900,..C
2018,010,2,9,153900,3
2018,010,3,1,153900,..C
2018,010,3,2,153900,..C
2018,010,3,9,153900,0
2018,010,4,1,153900,9
2018,010,4,2,153900,..C
2018,010,4,9,153900,12
2018,010,5,1,153900,..C
2018,010,5,2,153900,..C
2018,010,5,9,153900,0
2018,010,6,1,153900,..C
2018,010,6,2,153900,..C
2018,010,6,9,153900,3
2018,010,9,1,153900,..C
2018,010,9,2,153900,..C
2018,010,9,9,153900,0
2018,010,77,1,153900,15
2018,010,77,2,153900,12
2018,010,77,9,153900,27
2018,010,9999,1,153900,15
2018,010,9999,2,153900,12
2018,010,9999,9,153900,27
2018,010,1,1,154000,6
2018,010,1,2,154000,3
2018,010,1,9,154000,12
2018,010,2,1,154000,3
2018,010,2,2,154000,6
2018,010,2,9,154000,9
2018,010,3,1,154000,15
2018,010,3,2,154000,9
2018,010,3,9,154000,24
2018,010,4,1,154000,12
2018,010,4,2,154000,9
2018,010,4,9,154000,21
2018,010,5,1,154000,0
2018,010,5,2,154000,0
2018,010,5,9,154000,0
2018,010,6,1,154000,0
2018,010,6,2,154000,0
2018,010,6,9,154000,0
2018,010,9,1,154000,0
2018,010,9,2,154000,0
2018,010,9,9,154000,0
2018,010,77,1,154000,27
2018,010,77,2,154000,24
2018,010,77,9,154000,54
2018,010,9999,1,154000,27
2018,010,9999,2,154000,24
2018,010,9999,9,154000,54
2018,010,1,1,154100,6
2018,010,1,2,154100,3
2018,010,1,9,154100,9
2018,010,2,1,154100,9
2018,010,2,2,154100,9
2018,010,2,9,154100,15
2018,010,3,1,154100,3
2018,010,3,2,154100,9
2018,010,3,9,154100,9
2018,010,4,1,154100,12
2018,010,4,2,154100,9
2018,010,4,9,154100,21
2018,010,5,1,154100,3
2018,010,5,2,154100,0
2018,010,5,9,154100,3
2018,010,6,1,154100,0
2018,010,6,2,154100,0
2018,010,6,9,154100,0
2018,010,9,1,154100,0
2018,010,9,2,154100,0
2018,010,9,9,154100,0
2018,010,77,1,154100,18
2018,010,77,2,154100,24
2018,010,77,9,154100,42
2018,010,9999,1,154100,18
2018,010,9999,2,154100,24
2018,010,9999,9,154100,42
2018,010,1,1,154200,12
2018,010,1,2,154200,6
2018,010,1,9,154200,18
2018,010,2,1,154200,21
2018,010,2,2,154200,9
2018,010,2,9,154200,27
2018,010,3,1,154200,33
2018,010,3,2,154200,18
2018,010,3,9,154200,48
2018,010,4,1,154200,12
2018,010,4,2,154200,15
2018,010,4,9,154200,27
2018,010,5,1,154200,0
2018,010,5,2,154200,0
2018,010,5,9,154200,0
2018,010,6,1,154200,0
2018,010,6,2,154200,3
2018,010,6,9,154200,3
2018,010,9,1,154200,0
2018,010,9,2,154200,0
2018,010,9,9,154200,0
2018,010,77,1,154200,57
2018,010,77,2,154200,33
2018,010,77,9,154200,90
2018,010,9999,1,154200,57
2018,010,9999,2,154200,33
2018,010,9999,9,154200,90
2018,010,1,1,154300,21
2018,010,1,2,154300,18
2018,010,1,9,154300,39
2018,010,2,1,154300,..C
2018,010,2,2,154300,..C
2018,010,2,9,154300,6
2018,010,3,1,154300,..C
2018,010,3,2,154300,..C
2018,010,3,9,154300,3
2018,010,4,1,154300,..C
2018,010,4,2,154300,..C
2018,010,4,9,154300,9
2018,010,5,1,154300,..C
2018,010,5,2,154300,..C
2018,010,5,9,154300,0
2018,010,6,1,154300,..C
